category,sub_category,crimeaditionalinfo,processed_text
Report Unlawful Content,Malware Attack,"""A malware attack on my work computer has caused repeated crashes and data loss. Assistance is required to remove the malware and secure my files.""",malwar attack work comput caus repeat crash data loss assist requir remov malwar secur file
Report Unlawful Content,Malware Attack,"""I received an email attachment that infected my laptop with malware. All my documents are now inaccessible. I need help to remove the malware and recover my files.""",receiv email attach infect laptop malwar document inaccess need help remov malwar recov file
Report Unlawful Content,Malware Attack,"""My antivirus detected malware that keeps reappearing despite attempts to remove it. It’s affecting my workflow, and I need immediate support to eliminate it.""",antiviru detect malwar keep reappear despit attempt remov affect workflow need immedi support elimin
Report Unlawful Content,Ransomware Attack,"""A ransomware attack has encrypted all the files on my business computer. The attacker demands a large sum for the decryption key. I need urgent assistance to retrieve my files without paying.""",ransomwar attack encrypt file busi comput attack demand larg sum decrypt key need urgent assist retriev file without pay
Report Unlawful Content,Ransomware Attack,"""After a suspicious email, my system was attacked by ransomware, locking me out of my documents. I'm being blackmailed for payment, but I need a safer way to restore access to my data.""",suspici email system attack ransomwar lock document blackmail payment need safer way restor access data
Report Unlawful Content,Ransomware Attack,"""Our company’s servers were compromised by ransomware. Critical data is now locked, and the attacker demands payment. Please assist in resolving this without risking data loss.""",compani server compromis ransomwar critic data lock attack demand payment pleas assist resolv without risk data loss
Report Unlawful Content,SQL Injection,"""A security review showed that our website had been compromised through SQL Injection, exposing confidential data. We require immediate help to fix vulnerabilities and secure user information.""",secur review show websit compromis sql inject expos confidenti data requir immedi help fix vulner secur user inform
Report Unlawful Content,SQL Injection,"""Our system was breached via SQL Injection, allowing unauthorized access to sensitive user records. Help is needed to patch security holes and prevent further exploitation.""",system breach via sql inject allow unauthor access sensit user record help need patch secur hole prevent exploit
Report Unlawful Content,SQL Injection,"""My website’s login page was hacked using SQL Injection techniques, compromising user credentials. I need immediate support to secure the page and restore trust.""",websit login page hack use sql inject techniqu compromis user credenti need immedi support secur page restor trust
Report Unlawful Content,Tampering with computer source documents,"""Unauthorized access led to the modification of essential code files, causing our app to crash repeatedly. We need urgent help to restore the source code and enhance security.""",unauthor access led modif essenti code file caus app crash repeatedli need urgent help restor sourc code enhanc secur
Report Unlawful Content,Tampering with computer source documents,"""Someone accessed our server and tampered with core documents, disrupting key functionalities. Please assist us in identifying the intruder and recovering the original files.""",someon access server tamper core document disrupt key function pleas assist us identifi intrud recov origin file
Report Unlawful Content,Tampering with computer source documents,"in this tabkle subcategoris are not from these so up[adte table such that subcategoris can be only from these"" Data Breach/Theft",tabkl subcategori adt tabl subcategori data breach theft
Report Unlawful Content,Data Breach/Theft,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,denial servic do distribut denial servic ddo attack
Report Unlawful Content,Data Breach/Theft,Hacking/Defacement,hack defac
Report Unlawful Content,Data Breach/Theft,Malware Attack,malwar attack
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,Ransomware Attack,ransomwar attack
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,SQL Injection,sql inject
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"Tampering with computer source documents""",tamper comput sourc document
Report Unlawful Content,Hacking/Defacement,"""Our organization's website was defaced with political messages. We need urgent help to remove the unauthorized content and secure our site from future attacks.""",organ websit defac polit messag need urgent help remov unauthor content secur site futur attack
Report Unlawful Content,Hacking/Defacement,"""Our official portal was hacked, and sensitive user information was exposed. We need urgent support to restore user data and secure the portal.""",offici portal hack sensit user inform expos need urgent support restor user data secur portal
Report Unlawful Content,Hacking/Defacement,"""My blog was hacked, and harmful links were added. I need assistance to regain access, remove the malicious content, and secure my account.""",blog hack harm link ad need assist regain access remov malici content secur account
Report Unlawful Content,Malware Attack,"""I accidentally installed malware on my computer, which is now running slow and crashing frequently. I need help to clean my system and prevent data loss.""",accident instal malwar comput run slow crash frequent need help clean system prevent data loss
Report Unlawful Content,Malware Attack,"""My phone was infected with malware from a phishing link, and it's now unusable. I require assistance to remove the malware and secure my accounts.""",phone infect malwar phish link unus requir assist remov malwar secur account
Report Unlawful Content,Malware Attack,"""My cloud storage was accessed by malware, and all files were copied without my consent. I need help securing my account and removing the malware.""",cloud storag access malwar file copi without consent need help secur account remov malwar
Report Unlawful Content,Ransomware Attack,"""A ransomware attack has locked me out of important project files. I can't afford the ransom, so I need support to recover the files safely.""",ransomwar attack lock import project file afford ransom need support recov file safe
Report Unlawful Content,Ransomware Attack,"""After a suspicious email, I found that all my personal files were encrypted. The attacker demands money, but I need help to recover my data without paying.""",suspici email found person file encrypt attack demand money need help recov data without pay
Report Unlawful Content,Ransomware Attack,"""Our firm was attacked by ransomware, and essential documents are locked. We're seeking help to recover these files and secure our network.""",firm attack ransomwar essenti document lock seek help recov file secur network
Report Unlawful Content,SQL Injection,"""Our website was breached by SQL Injection, causing data exposure. We need immediate assistance to secure the site and protect user privacy.""",websit breach sql inject caus data exposur need immedi assist secur site protect user privaci
Report Unlawful Content,SQL Injection,"""Hackers used SQL Injection to access confidential records in our system. Assistance is required to patch vulnerabilities and prevent further breaches.""",hacker use sql inject access confidenti record system assist requir patch vulner prevent breach
Report Unlawful Content,SQL Injection,"""My online account system was compromised via SQL Injection, leaking user information. We need urgent support to fix security issues and restore trust.""",onlin account system compromis via sql inject leak user inform need urgent support fix secur issu restor trust
Report Unlawful Content,Tampering with computer source documents,"""Unknown individuals accessed and modified core files on our server, disrupting our application’s functionality. Help is needed to recover the original files and secure access.""",unknown individu access modifi core file server disrupt applic function help need recov origin file secur access
Report Unlawful Content,Tampering with computer source documents,"""My account system’s source code was altered, causing major issues. Assistance is required to restore the code and identify the culprit.""",account system sourc code alter caus major issu assist requir restor code identifi culprit
Report Unlawful Content,Tampering with computer source documents,"""Our project files were accessed and tampered with, leading to delays and errors. We need immediate help to secure the source documents and prevent further tampering.""",project file access tamper lead delay error need immedi help secur sourc document prevent tamper
Report Unlawful Content,Data Breach/Theft,"""I discovered unauthorized access to my financial records, with several suspicious transactions made in my name. Please assist in investigating this breach and preventing future access.""",discov unauthor access financi record sever suspici transact made name pleas assist investig breach prevent futur access
Report Unlawful Content,Data Breach/Theft,"""An email breach exposed my contact list, leading to spam and phishing attempts targeting my connections. I need help securing my account and stopping further misuse.""",email breach expos contact list lead spam phish attempt target connect need help secur account stop misus
Report Unlawful Content,Data Breach/Theft,"""Sensitive HR files from our company were stolen and shared online. We request urgent support to identify the source of the leak and protect employee privacy.""",sensit hr file compani stolen share onlin request urgent support identifi sourc leak protect employe privaci
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our educational platform is under DDOS attacks, making it difficult for students to access resources. We need urgent help to mitigate these attacks and maintain uptime.""",educ platform ddo attack make difficult student access resourc need urgent help mitig attack maintain uptim
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""My small business website is experiencing constant DDOS attacks, causing repeated outages. Immediate support is required to protect our online presence.""",small busi websit experienc constant ddo attack caus repeat outag immedi support requir protect onlin presenc
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our social network has been hit by a DDOS attack, preventing users from logging in. Assistance is needed to stop the attack and restore functionality.""",social network hit ddo attack prevent user log assist need stop attack restor function
Report Unlawful Content,Hacking/Defacement,"""Our team’s project website was hacked and is displaying inappropriate images. We need urgent help to remove this content and secure our site.""",team project websit hack display inappropri imag need urgent help remov content secur site
Report Unlawful Content,Hacking/Defacement,"""Someone hacked my art portfolio website and replaced my artwork with unrelated videos. Assistance is needed to recover my content and prevent future attacks.""",someon hack art portfolio websit replac artwork unrel video assist need recov content prevent futur attack
Report Unlawful Content,Hacking/Defacement,"""Our corporate blog was defaced with offensive remarks. We need help restoring the original content and securing the blog from further hacking attempts.""",corpor blog defac offens remark need help restor origin content secur blog hack attempt
Report Unlawful Content,Malware Attack,"""I downloaded a free software, but it installed malware that’s causing pop-ups and data loss. Assistance is required to clean my system and recover lost files.""",download free softwar instal malwar caus pop up data loss assist requir clean system recov lost file
Report Unlawful Content,Malware Attack,"""My friend sent me a file that turned out to contain malware. It’s spreading across my device, and I need urgent help to remove it and prevent data loss.""",friend sent file turn contain malwar spread across devic need urgent help remov prevent data loss
Report Unlawful Content,Malware Attack,"""Our database was infected with malware that has corrupted customer records. We need urgent assistance to clean the malware and restore our data.""",databas infect malwar corrupt custom record need urgent assist clean malwar restor data
Report Unlawful Content,Ransomware Attack,"""My laptop was attacked by ransomware after visiting a website. The attacker demands payment, but I need assistance in recovering my files without paying.""",laptop attack ransomwar visit websit attack demand payment need assist recov file without pay
Report Unlawful Content,Ransomware Attack,"""A ransomware virus encrypted my family's photos and important documents. We’re being blackmailed, and I require support to regain access without payment.""",ransomwar viru encrypt famili photo import document blackmail requir support regain access without payment
Report Unlawful Content,Ransomware Attack,"""All critical files on our company network were locked by ransomware. The attacker is demanding a high ransom, but we need help to restore access without engaging with the criminal.""",critic file compani network lock ransomwar attack demand high ransom need help restor access without engag crimin
Report Unlawful Content,SQL Injection,"""Our customer service platform was hacked through SQL Injection, exposing customer queries and sensitive information. Immediate help is required to close vulnerabilities.""",custom servic platform hack sql inject expos custom queri sensit inform immedi help requir close vulner
Report Unlawful Content,SQL Injection,"""Our forum was exploited using SQL Injection, leading to data loss. We need assistance to fix the system and recover data to avoid future breaches.""",forum exploit use sql inject lead data loss need assist fix system recov data avoid futur breach
Report Unlawful Content,SQL Injection,"""My blog was hacked using SQL Injection, causing user comments and feedback to disappear. Please help to patch the security holes and restore lost content.""",blog hack use sql inject caus user comment feedback disappear pleas help patch secur hole restor lost content
Report Unlawful Content,Tampering with computer source documents,"""My source code files were altered without permission, resulting in errors across my app. I need urgent help to restore my original code and enhance security measures.""",sourc code file alter without permiss result error across app need urgent help restor origin code enhanc secur measur
Report Unlawful Content,Tampering with computer source documents,"""Our product's source code was tampered with, causing functionality issues and user complaints. Assistance is needed to restore the original code and prevent unauthorized access.""",product sourc code tamper caus function issu user complaint assist need restor origin code prevent unauthor access
Report Unlawful Content,Tampering with computer source documents,"""Someone modified my project’s core documents, introducing several critical bugs. I need help to recover the original files and secure access.""",someon modifi project core document introduc sever critic bug need help recov origin file secur access
Report Unlawful Content,Data Breach/Theft,"""My professional account was breached, and sensitive company data was stolen. I require immediate help to secure the account and prevent further losses.""",profession account breach sensit compani data stolen requir immedi help secur account prevent loss
Report Unlawful Content,Data Breach/Theft,"""I was notified that my social media account was accessed by unauthorized individuals, who stole private messages. I need assistance in securing the account and stopping further breaches.""",notifi social media account access unauthor individu stole privat messag need assist secur account stop breach
Report Unlawful Content,Data Breach/Theft,"""A data breach exposed my medical records, which were then sold on various sites. Urgent help is needed to remove this data and secure my information.""",data breach expos medic record sold variou site urgent help need remov data secur inform
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our e-learning website is continuously hit by DDOS attacks, disrupting student access to courses. Assistance is urgently needed to mitigate the attacks and restore service.""",e learn websit continu hit ddo attack disrupt student access cours assist urgent need mitig attack restor servic
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our organization’s fundraising site has been affected by DDOS attacks, impacting donations. We need urgent support to protect against these disruptions.""",organ fundrais site affect ddo attack impact donat need urgent support protect disrupt
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our event registration platform is down due to DDOS attacks, preventing attendees from signing up. Assistance is needed to stop the attacks and secure the platform.""",event registr platform due ddo attack prevent attende sign assist need stop attack secur platform
Report Unlawful Content,Hacking/Defacement,"""My online store was hacked, and false product listings were added. Immediate help is required to remove these listings and prevent further access.""",onlin store hack fals product list ad immedi help requir remov list prevent access
Report Unlawful Content,Hacking/Defacement,"""Our charity's website was hacked, displaying offensive content that has upset donors. We need urgent help to restore the original content and secure our site.""",chariti websit hack display offens content upset donor need urgent help restor origin content secur site
Report Unlawful Content,Hacking/Defacement,"""A hacker defaced my educational blog, adding inappropriate images. I need help removing these images and securing the blog.""",hacker defac educ blog ad inappropri imag need help remov imag secur blog
Report Unlawful Content,Malware Attack,"""After installing an unknown app, my phone has been flooded with malware. It's spreading across my data, and I need help to remove it and secure my device.""",instal unknown app phone flood malwar spread across data need help remov secur devic
Report Unlawful Content,Malware Attack,"""Our network was infected by malware that has corrupted key files. We need urgent assistance to remove the malware and restore the network.""",network infect malwar corrupt key file need urgent assist remov malwar restor network
Report Unlawful Content,Malware Attack,"""A malicious software infected my tablet, causing data corruption and repeated crashes. Assistance is needed to clean the device and recover data.""",malici softwar infect tablet caus data corrupt repeat crash assist need clean devic recov data
Report Unlawful Content,Ransomware Attack,"""A ransomware attack encrypted my business records, and I'm unable to access important client files. Assistance is needed to recover these files without payment.""",ransomwar attack encrypt busi record unabl access import client file assist need recov file without payment
Report Unlawful Content,Ransomware Attack,"""I found ransomware on my system, locking my work files. The attacker is asking for money, but I need a solution to recover files safely.""",found ransomwar system lock work file attack ask money need solut recov file safe
Report Unlawful Content,Ransomware Attack,"""My desktop was attacked by ransomware, and all family photos are encrypted. Please help recover these files without paying the ransom.""",desktop attack ransomwar famili photo encrypt pleas help recov file without pay ransom
Report Unlawful Content,SQL Injection,"""My website was attacked using SQL Injection, causing partial data loss and leakage. Assistance is needed to secure it and prevent future intrusions.""",websit attack use sql inject caus partial data loss leakag assist need secur prevent futur intrus
Report Unlawful Content,SQL Injection,"""My ecommerce site’s product database was accessed using SQL Injection. Help is needed to close vulnerabilities and prevent data exposure.""",ecommerc site product databas access use sql inject help need close vulner prevent data exposur
Report Unlawful Content,SQL Injection,"""Hackers used SQL Injection to access sensitive customer data. We need urgent support to patch security holes and secure our database.""",hacker use sql inject access sensit custom data need urgent support patch secur hole secur databas
Report Unlawful Content,Data Breach/Theft,"""My personal banking information was stolen and shared online after a data breach. I need help to secure my accounts.""",person bank inform stolen share onlin data breach need help secur account
Report Unlawful Content,Data Breach/Theft,"""Sensitive employee information from our HR database was leaked. We need immediate assistance to secure our records.""",sensit employe inform hr databas leak need immedi assist secur record
Report Unlawful Content,Data Breach/Theft,"""A data breach exposed my tax information, and I'm at risk for identity theft. I require support to protect my identity.""",data breach expos tax inform risk ident theft requir support protect ident
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our educational platform is being targeted by a DDOS attack, disrupting classes. We urgently need assistance to stop the attacks.""",educ platform target ddo attack disrupt class urgent need assist stop attack
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our online gaming community has been hit by repeated DDOS attacks, preventing access. Help is required to mitigate the attacks.""",onlin game commun hit repeat ddo attack prevent access help requir mitig attack
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""A DDOS attack has rendered our service unavailable to customers. We need immediate assistance to restore access.""",ddo attack render servic unavail custom need immedi assist restor access
Report Unlawful Content,Hacking/Defacement,"""My website was hacked, and all my content was replaced with spam. Help is needed to restore my original site.""",websit hack content replac spam help need restor origin site
Report Unlawful Content,Hacking/Defacement,"""Our online store was hacked, and unauthorized products were listed. Assistance is required to remove the false listings and secure the store.""",onlin store hack unauthor product list assist requir remov fals list secur store
Report Unlawful Content,Hacking/Defacement,"""Our non-profit organization's website was defaced, showing inappropriate content. We need urgent help to restore it.""",non profit organ websit defac show inappropri content need urgent help restor
Report Unlawful Content,Malware Attack,"""Malware was detected on our servers, causing significant disruptions. We need immediate assistance to remove it and secure our systems.""",malwar detect server caus signific disrupt need immedi assist remov secur system
Report Unlawful Content,Malware Attack,"""I accidentally downloaded malware, and it has corrupted my documents. Help is needed to recover my files.""",accident download malwar corrupt document help need recov file
Report Unlawful Content,Malware Attack,"""Our entire office network is affected by malware, causing data loss. We need urgent help to clean it up.""",entir offic network affect malwar caus data loss need urgent help clean
Report Unlawful Content,Ransomware Attack,"""Ransomware has locked our organization's files, and we cannot access critical data. We need immediate help to regain access.""",ransomwar lock organ file cannot access critic data need immedi help regain access
Report Unlawful Content,Ransomware Attack,"""My computer was attacked by ransomware, and I lost important files. Assistance is needed to recover my data.""",comput attack ransomwar lost import file assist need recov data
Report Unlawful Content,Ransomware Attack,"""A ransomware attack on our school’s system has locked out all staff and student records. We urgently need support to regain access.""",ransomwar attack school system lock staff student record urgent need support regain access
Report Unlawful Content,SQL Injection,"""Our customer database was accessed through an SQL Injection vulnerability. We need immediate help to close the loophole.""",custom databas access sql inject vulner need immedi help close loophol
Report Unlawful Content,SQL Injection,"""An SQL Injection attack exposed sensitive data on our online platform. Assistance is needed to resolve this vulnerability.""",sql inject attack expos sensit data onlin platform assist need resolv vulner
Report Unlawful Content,SQL Injection,"""A hacker exploited an SQL Injection flaw in our website, gaining unauthorized access to user data. We need help to secure our system.""",hacker exploit sql inject flaw websit gain unauthor access user data need help secur system
Report Unlawful Content,Tampering with computer source documents,"""Someone modified our source code, causing errors in our software. Help is needed to revert the changes and secure the files.""",someon modifi sourc code caus error softwar help need revert chang secur file
Report Unlawful Content,Tampering with computer source documents,"""Unauthorized changes were made to our website’s source files, impacting functionality. We need assistance to restore the original files.""",unauthor chang made websit sourc file impact function need assist restor origin file
Report Unlawful Content,Tampering with computer source documents,"""Our application code was altered without authorization, causing significant issues. We need immediate help to secure our codebase.""",applic code alter without author caus signific issu need immedi help secur codebas
Report Unlawful Content,Data Breach/Theft,"""A breach of our customer database has exposed personal information. We require urgent assistance to protect our clients.""",breach custom databas expos person inform requir urgent assist protect client
Report Unlawful Content,Data Breach/Theft,"""My online account was hacked, and sensitive information was leaked. Help is needed to secure my accounts and prevent future breaches.""",onlin account hack sensit inform leak help need secur account prevent futur breach
Report Unlawful Content,Data Breach/Theft,"""Confidential project files were leaked online after a data breach. We need assistance to remove the content and secure our systems.""",confidenti project file leak onlin data breach need assist remov content secur system
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our blog site is experiencing frequent DDOS attacks, hindering our audience's access. We need help to mitigate these attacks.""",blog site experienc frequent ddo attack hinder audienc access need help mitig attack
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""A DDOS attack on our cloud service has made it inaccessible to users. Immediate assistance is required to resolve this issue.""",ddo attack cloud servic made inaccess user immedi assist requir resolv issu
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our financial website is under a sustained DDOS attack, making transactions impossible. Help is needed to restore access.""",financi websit sustain ddo attack make transact imposs help need restor access
Report Unlawful Content,Hacking/Defacement,"""My online portfolio was hacked, and all my work was deleted. I need help restoring my content and securing the website.""",onlin portfolio hack work delet need help restor content secur websit
Report Unlawful Content,Hacking/Defacement,"""Our charity's donation page was compromised and replaced with misleading content. Urgent assistance is required to correct this.""",chariti donat page compromis replac mislead content urgent assist requir correct
Report Unlawful Content,Hacking/Defacement,"""The landing page of our startup was hacked, displaying offensive material. We need help to secure the site and remove the content.""",land page startup hack display offens materi need help secur site remov content
Report Unlawful Content,Malware Attack,"""Our internal network was infected with malware, causing major disruptions. We require immediate assistance to clean it up and secure our systems.""",intern network infect malwar caus major disrupt requir immedi assist clean secur system
Report Unlawful Content,Malware Attack,"""I found malware on my smartphone that is causing privacy issues. I need help removing it.""",found malwar smartphon caus privaci issu need help remov
Report Unlawful Content,Malware Attack,"""My office computer has been infected with malware, and I need assistance to remove it and recover my files.""",offic comput infect malwar need assist remov recov file
Report Unlawful Content,Ransomware Attack,"""Our organization’s file server was locked by ransomware. We urgently need help to recover our data without paying the ransom.""",organ file server lock ransomwar urgent need help recov data without pay ransom
Report Unlawful Content,Ransomware Attack,"""Ransomware has encrypted critical patient records in our clinic. We need immediate support to regain access.""",ransomwar encrypt critic patient record clinic need immedi support regain access
Report Unlawful Content,Ransomware Attack,"""My computer was attacked by ransomware, and I can't access any of my documents. Help is needed to decrypt my files.""",comput attack ransomwar access document help need decrypt file
Report Unlawful Content,SQL Injection,"""Our web application was compromised due to SQL Injection, exposing user information. We need urgent assistance to fix the vulnerability.""",web applic compromis due sql inject expos user inform need urgent assist fix vulner
Report Unlawful Content,SQL Injection,"""Sensitive financial data was accessed via SQL Injection on our website. We require immediate help to secure the database.""",sensit financi data access via sql inject websit requir immedi help secur databas
Report Unlawful Content,SQL Injection,"""Hackers exploited an SQL Injection flaw, gaining access to our inventory database. Assistance is needed to prevent further breaches.""",hacker exploit sql inject flaw gain access inventori databas assist need prevent breach
Report Unlawful Content,Tampering with computer source documents,"""Unauthorized changes were made to our software documentation, causing confusion. We need help to restore the original files.""",unauthor chang made softwar document caus confus need help restor origin file
Report Unlawful Content,Tampering with computer source documents,"""Someone altered the source code for our app, leading to functionality errors. Immediate assistance is required to secure and restore the code.""",someon alter sourc code app lead function error immedi assist requir secur restor code
Report Unlawful Content,Tampering with computer source documents,"""A third party tampered with our project files, causing workflow disruptions. Help is needed to revert to the original documents.""",third parti tamper project file caus workflow disrupt help need revert origin document
Report Unlawful Content,Data Breach/Theft,"""My identity was stolen after a data breach at a company I use. Help is needed to secure my accounts and monitor for fraudulent activity.""",ident stolen data breach compani use help need secur account monitor fraudul activ
Report Unlawful Content,Data Breach/Theft,"""Our company’s financial records were leaked online following a data breach. Assistance is required to remove the information and secure our data.""",compani financi record leak onlin follow data breach assist requir remov inform secur data
Report Unlawful Content,Data Breach/Theft,"""My personal details were compromised in a data breach, leading to unauthorized transactions. I need immediate help to secure my accounts.""",person detail compromis data breach lead unauthor transact need immedi help secur account
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our social media site is under a DDOS attack, and users are unable to access their accounts. We need urgent support to restore service.""",social media site ddo attack user unabl access account need urgent support restor servic
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our streaming service is being attacked with DDOS, preventing customers from watching content. Immediate assistance is needed to resolve the issue.""",stream servic attack ddo prevent custom watch content immedi assist need resolv issu
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our healthcare portal is experiencing service disruptions due to a DDOS attack. Help is needed to restore access for patients.""",healthcar portal experienc servic disrupt due ddo attack help need restor access patient
Report Unlawful Content,Hacking/Defacement,"""A hacker took control of my blog and posted inappropriate content. I need help to remove it and secure my site.""",hacker took control blog post inappropri content need help remov secur site
Report Unlawful Content,Hacking/Defacement,"""Our e-commerce platform was defaced by a hacker. Urgent assistance is required to restore the site and investigate the breach.""",e commerc platform defac hacker urgent assist requir restor site investig breach
Report Unlawful Content,Hacking/Defacement,"""My personal website was hacked and now shows offensive material. Help is needed to remove the content and secure my site.""",person websit hack show offens materi help need remov content secur site
Report Unlawful Content,Malware Attack,"""Malware was detected on our company laptops, causing data loss. We need help to clean the systems and recover lost data.""",malwar detect compani laptop caus data loss need help clean system recov lost data
Report Unlawful Content,Malware Attack,"""My computer is running slowly due to suspected malware. I need assistance to identify and remove the threat.""",comput run slowli due suspect malwar need assist identifi remov threat
Report Unlawful Content,Malware Attack,"""A malware infection on our server is affecting our operations. We urgently need help to fix the issue.""",malwar infect server affect oper urgent need help fix issu
Report Unlawful Content,Ransomware Attack,"""Our research department’s files are locked due to ransomware. Immediate help is needed to regain access without paying the ransom.""",research depart file lock due ransomwar immedi help need regain access without pay ransom
Report Unlawful Content,Ransomware Attack,"""My organization’s network was attacked by ransomware, encrypting all shared files. We need support to recover our data.""",organ network attack ransomwar encrypt share file need support recov data
Report Unlawful Content,Ransomware Attack,"""Ransomware has impacted our IT infrastructure, locking critical applications. We need immediate help to restore operations.""",ransomwar impact infrastructur lock critic applic need immedi help restor oper
Report Unlawful Content,SQL Injection,"""Our client management system was compromised due to SQL Injection. We need urgent help to secure the database and protect our data.""",client manag system compromis due sql inject need urgent help secur databas protect data
Report Unlawful Content,SQL Injection,"""An SQL Injection attack has exposed confidential client details on our website. Assistance is needed to secure our application.""",sql inject attack expos confidenti client detail websit assist need secur applic
Report Unlawful Content,SQL Injection,"""Our retail database was accessed via SQL Injection, leading to a data breach. We need immediate help to close the vulnerability.""",retail databas access via sql inject lead data breach need immedi help close vulner
Report Unlawful Content,Tampering with computer source documents,"""Someone tampered with our documentation, causing miscommunication within the team. Help is required to restore the original files.""",someon tamper document caus miscommun within team help requir restor origin file
Report Unlawful Content,Tampering with computer source documents,"""A hacker modified our source code without permission, causing application failures. We need immediate help to restore the original code.""",hacker modifi sourc code without permiss caus applic failur need immedi help restor origin code
Report Unlawful Content,Tampering with computer source documents,"""My project files were tampered with, resulting in errors during compilation. Help is needed to recover the original versions.""",project file tamper result error compil help need recov origin version
Report Unlawful Content,Denial of Service (DoS)/Distributed Denial of Service (DDOS) attacks,"""Our blog site is experiencing frequent DDOS attacks, hindering our audience's access. We need help to mitigate these attacks.""",blog site experienc frequent ddo attack hinder audienc access need help mitig attack
